3	0.32999999999999996	0.25	0.34000000000000014	6.24	
10	0.18000000000000002	0.19000000000000003	0.32999999999999996	6.76	
100	1.0200000000000002	0.52	5.09	36.82	
1000	39.64	30.4	66.83	2737.35	
