#3	0.36999999999999994	0.27999999999999997	0.32999999999999996	6.839999999999998	
10	0.2	0.18000000000000002	0.4	6.67	
100	1.05	0.4	2.12	37.28	
1000	50.26	16.05	51.41	825.81	
